product_id,url,name,brand,sku,category,category_path,price,currency,pack_size,availability,description,specifications,image_urls,variants,alternative_products,extraction_method,missing_fields,scraped_at
56d29dc615c5aa85,https://www.safcodental.com/product/essential-textured,Essential Textured,Quantum,DRBBP,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",15.97,USD,100 gloves per box,in_stock,"Essential Textured Powder-free exam gloves are designed to help reduce your sensitivity to latex. All the benefits of the original Essential Powder Free, with the added feature of a textured finish for superior gripping ability. Super stretchy with excellent resistance to tears.

Material: Latex
Powder-free
Thickness: 5.5 mil
Textured fingertips
Fit: Ambidextrous
Length: 9.5""
Color: Off White
Available in 3 Sizes: TPFS&nbsp;small, TPFM&nbsp;medium, TPFL&nbsp;large
Case Pack: 100 gloves per box, 10 boxes per case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbbp.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:13.818714Z
34a540cc8d688c2d,https://www.safcodental.com/product/proderm-trade,ProDerm,Innovative Healthcare,DRBBM,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",8.99,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.
Polymer bonded interior for easy donning. Slightly thinner for incredible tactile sensitivity and comfort.

Textured whole hand finish
Beaded cuff
Non-chlorinated
Ambidextrous
White color
100 gloves per box
Order 10 boxes to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbbm.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:15.822202Z
0bb560322d1e805a,https://www.safcodental.com/product/polymed-reg,Polymed,Ventyv,DRBBL,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",6.99,USD,100 gloves per box,in_stock,"Latex powder-free exam gloves.
Multi-layer latex glove that combines the elasticity of latex and the strength of copolymers. Fusion bonding protects against cracking and peeling in normal use.

Textured fingertip finish
Beaded cuff
Polymer coated
Ambidextrous
Natural white color
100 gloves per box
Order 10 boxes&nbsp;to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbbl.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:17.828886Z
2c8d1a810da07c32,https://www.safcodental.com/product/safco-durasoft-trade-latex-gloves,Safco Durasoft Latex,Safco,DRBBK,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",6.99,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.
Safco&rsquo;s natural latex provides an ultra-soft feel with the&nbsp;quality and value you&rsquo;ve come to expect from Safco products.

Whole-hand micro-textured finish
Beaded cuff
Non-chlorinated
Ambidextrous
50&mu;g or less of latex protein
Natural&nbsp;latex white
100 gloves per box
Order 10 boxes&nbsp;to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbbk.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:21.099040Z
a1723282832f5e4d,https://www.safcodental.com/product/beesure-reg-latex,BeeSure Latex,EcoBee,DRBBH,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",13.49,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.
Smooth polymer interior coating aids in both moist and dry donning.


Micro-textured whole hand finish
Beaded cuff
Non-chlorinated
Ambidextrous
50&mu;g or less of latex protein
Natural color
Polymer coating for easy donning
100 gloves per box
Order 10 boxes&nbsp;to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:23.288964Z
4f7ff4419096acda,https://www.safcodental.com/product/blossom-reg,Blossom,Mexpo,DRBBE,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",8.59,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.


Textured whole hand finish
Beaded cuff
Non-chlorinated
Ambidextrous
No protein claim
Natural color
Polymer coating for easy donning
100 gloves per box
Order 10 boxes to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbbe.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:24.919173Z
0261c8c80e5584c2,https://www.safcodental.com/product/aurelia-reg-distinct-reg,Aurelia Distinct,Supermax,DRBBA,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",8.99,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.
&nbsp;
Premium quality.

Honeycomb textured fingertips&nbsp;and palms
Beaded cuff
Non-Chlorinated
Ambidextrous
50&mu;g or less of latex protein
White color
Polymer coated for easy donning
100 gloves per box
Order 10 boxes to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbba.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:27.104896Z
8fdf3f71164cb803,https://www.safcodental.com/product/vitalgard-reg,VitalGard,Dash,DRBAZ,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",12.49,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.

Textured whole hand finish
Beaded cuff
Non-chlorinated
Ambidextrous
50&mu;g or less of latex protein
Natural color
100 gloves per box
Order 10 boxes&nbsp;to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbaz.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:28.785215Z
c2c08f2384b0064b,https://www.safcodental.com/product/cyntek-reg,Cyntek,Cranberry,DRBAX,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",18.99,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.
Mild citrus-peppermint scent, and coated with lanolin and Vitamin E to improve skin health.&nbsp;


Textured whole hand finish
Beaded cuff
Non-chlorinated
Ambidextrous
50&mu;g or less of latex protein
Wintergreen color
Vitamin E and lanolin coated
100 gloves per box
Order 10 boxes&nbsp;to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbax_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:31.485269Z
67009a7255239a08,https://www.safcodental.com/product/microflex-reg-comfortgrip-trade,Microflex ComfortGrip,Ansell,DRBAW,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",13.49,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.&nbsp;
Medical grade exam glove.

Textured whole hand finish
Beaded cuff
Chlorinated
Ambidextrous
50&mu;g or less of latex protein
Natural color
Polymer coated for easy donning
100 gloves per box
Order 10 boxes&nbsp;to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbaw.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:33.282269Z
ab3b84b0f200342c,https://www.safcodental.com/product/pulse-trade-latex,Pulse Latex,Innovative Healthcare,DRBAV,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",9.49,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.
&nbsp;
Finish provides superior gripping ability. Excellent donning properties and comfort.


Textured whole hand finish
Beaded cuff
Chlorinated
Ambidextrous
50&mu;g or less of latex protein
Natural color
100 gloves per box
Order 10 boxes to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbav.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:35.097785Z
dc877e3cf688ed6a,https://www.safcodental.com/product/micropro-textured,MicroPro Textured,Dash,DRBAT,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",12.49,USD,100 gloves per box,in_stock,"Powder-free, form-fitting, latex exam gloves.


Textured whole hand finish
Beaded cuff
Chlorinated
Ambidextrous
50&mu;g or less of latex protein
Natural color
100 gloves per box
Order 10 boxes to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbat.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:37.106336Z
ab22cda12260c061,https://www.safcodental.com/product/aurelia-reg-vibrant-trade,Aurelia Vibrant,Supermax,DRBAS,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",7.99,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.

Micro-textured finish
Beaded cuff
Chlorinated
Ambidextrous
50&mu;g or less of latex protein
Natural color
100 gloves per box
Order 10 boxes to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbas.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:38.788928Z
00311821bc69c3d6,https://www.safcodental.com/product/sigma-reg,Sigma,Cranberry,DRBAR,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",13.99,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves.



Textured whole hand finish
Beaded cuff
Lightly chlorinated
Ambidextrous
50&micro;g or less of latex protein
Natural color
Polymer coated for easy donning
100 gloves per box
Order 10 boxes to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbar_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:41.094032Z
6a1b671573db254b,https://www.safcodental.com/product/aurelia-reg-refresh-reg,Aurelia Refresh,Supermax,DRBAO,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Latex gloves""]",10.49,USD,100 gloves per box,in_stock,"Powder-free latex exam gloves with a peppermint scent.


Honeycomb textured fingertips and palms
Beaded cuff
Non-Chlorinated
Ambidextrous
50&mu;g or less of latex protein
Green color
Polymer coated for easy donning
100 gloves per box
Order 10 boxes to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drbao.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:43.115067Z
d653c407e0a4228a,https://www.safcodental.com/product/compac-nitrile,Compac Nitrile,Cranberry,DRCDM,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",8.49,USD,,in_stock,"Compac™ By The Cuff® Nitrile Powder Free Exam Gloves feature innovative dispensing technology designed to reduce cross-contamination, minimize glove waste, and improve operatory efficiency.",{},"[""https://www.safcodental.com/media/catalog/product/c/r/cranberry-compac-nitrile-front-facing-100-box_1.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:43.830421Z
8f667d04d7cc3fe7,https://www.safcodental.com/product/crave-trade,Crave,Cranberry,DRCCA,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",24.49,USD,200 gloves per box,in_stock,"Powder-free nitrile exam glove with lanolin and Vitamin E.

Textured fingertip finish
Beaded cuff
Non-chlorinated
Ambidextrous
Blue color
Vitamin E and lanolin coated
Thickness: at palm 3.5 mils; at fingertip 3.8 mils
200 gloves per box
Order 10 boxes&nbsp;to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:45.830592Z
84475b1dd69df52b,https://www.safcodental.com/product/alasta-pro,Alasta Pro,Dash,DRCDK,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",28.49,USD,,in_stock,"Make glove changes faster and easier with Alasta® PRO nitrile dental exam gloves, featuring innovative Glide Assist™ technology that helps you slide into gloves effortlessly — even with damp hands. Designed for dental professionals, the Soft Fit™ formulation provides a comfortable, form-fitting feel that enhances dexterity during procedures.
The professional medical blue color offers a clean, clinical look that complements any operatory setting. Alasta® PRO gloves are fentanyl-tested and chemo-approved, ensuring trusted protection for use in high-risk or clinical dental environments.
Each box contains 200 premium nitrile gloves, offering exceptional value and efficiency for busy dental practices.",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:47.832131Z
c3e4232d477f98e4,https://www.safcodental.com/product/halyard-black-nitrile,Halyard Black Nitrile,Halyard,DRCDL,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",9.99,USD,,in_stock,"HALYARD* Black Nitrile Exam Gloves deliver dependable protection and professional performance for dental professionals. Perfect for clinical and hygiene procedures, these nitrile gloves provide excellent tactile sensitivity and a secure grip with textured fingertips for confident instrument handling. The sleek black color conceals stains, maintaining a clean, modern look in any dental setting. Each box contains 100 gloves in a SMARTPULL* Dispenser designed to reduce waste, improve efficiency, and save valuable operatory space.",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdl.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:51.303643Z
c902c5c489be4715,https://www.safcodental.com/product/safco-nitrilex-soothe,Safco Nitrilex Soothe,Safco,DRCDJ,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",15.99,USD,,in_stock,"Powder-free nitrile exam gloves.
Our reliably strong and thin nitrile glove, but now with a colloidal oatmeal coating. This is specifically formulated to lock in moisture, giving your skin a chance to rehydrate from handwashing. Designed to soften your skin and soothe itching, our anti-inflammatory properties make our Safco Nitrilex Soothe perfect for clinicians with dry skin, returning your hands to their natural PH balance.&nbsp;




Made in Malaysia


Textured fingertip finish




Beaded cuff


Non-chlorinated




Ambidextreous


Chemotherapy drug tested per ASTM D6978




Robin Egg Blue color


Moisturizing anti-irritant and anti-inflammatory colloidal oatmeal coated




Thickness: at palm 2.5 mils; at fingertip 3.3 mils




To purchase a full case, please order as qty of 10",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdj.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:53.105676Z
921bd6bc69a771de,https://www.safcodental.com/product/black-maxx-sup-reg-sup,Black Maxx,Dash,DRCDI,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",28.49,USD,,in_stock,"Powder-free nitrile exam gloves.
Proprietary inner coating helps gloves glide on damp hands easily.

Textured fingertip finish
Beaded cuff
Ambidextrous
Black color
Polymer coated
Thickness: at palm 2.8 mils; at fingertip 3.9 mils
Order 10 boxes to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:55.305017Z
6d8025b5b7be3903,https://www.safcodental.com/product/gloveup-sup-reg-sup,GloveUp,Dash,DRCDH,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",38.49,USD,,in_stock,"Powder-free nitrile exam gloves.

Textured fingertip finish
Beaded cuff
Ambidextrous
Cobalt color
Thickness: at palm 1.9 mils; at fingertip 3.1 mils
Order 10 boxes to purchase a case",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:56.907553Z
1466196750221ec2,https://www.safcodental.com/product/bio-nitrile-sup-reg-sup,Bio Nitrile,Cranberry,DRCDG,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",29.99,USD,300 gloves per box,in_stock,"BioNitrile gloves are made with advanced biodegradable materials that break down 90% in less than 1.5 years. This reduces permanent waste and means less greenhouse gas emissions.

Textured fingertip finish
Beaded cuff
Ambidextrous
Blue color
Thickness at palm 2.0 mils
Thickness at fingertip 2.2 mils
300 gloves per box (250 size XL)
Order 10 boxes to purchase a case.",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdg.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:49:59.487619Z
3d40ec22ff168f1f,https://www.safcodental.com/product/quantum-blue,Quantum Blue,Quantum,DRCDE,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",8.59,USD,100 gloves per box,in_stock,"Powder-free nitrile exam gloves.
The soft and stretchy formulation of the Quantum Blue Nitrile Exam Glove provides for an exceptional fit and feel. Nonstick interior makes donning a breeze, even with damp hands. Micro-textured outer surface allows superior gripping of instruments. The super soft and stretchy formulation mimics the fit and feel of latex. Quantum Blue exam gloves are highly puncture and chemical resistant.

Super soft and stretchy
Non-stick inner surface
Fit: Ambidextrous
4.0 MIL thick
Length: 9.5""
Beaded cuff
Micro-textured outer surface
Color: Vibrant blue
Industries: Dental, veterinarian, mortuary, cleaning, tattoo
Case Pack: 100 gloves per box, 10 boxes per case

Formerly called Cobalt Blue",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcde.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:50:01.082155Z
862dcca9ce5f6754,https://www.safcodental.com/product/powerform-black,PowerForm Black,SW Safety,DRCDD,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",16.49,USD,100 gloves per box,in_stock,"Powder-free nitrile exam gloves.
Protect hands and the environment with a biodegradable single-use exam glove that combines performance, durability and tactile sensitivity for critical tasks. EcoTek&reg; Biodegradability Technology accelerates landfill breakdown without any performance loss.&nbsp;

Tear-resistant beaded cuff&nbsp;
Fully textured
Consistent thickness for greater dexterity and tactile sensitivity
Silicone-free for critical environments
Clean processing technology reduces potential skin irritation
Black color
5.0 mil. thickness
1.5 AQL exceeds laboratory standards
100 gloves per box
Order 10 boxes to purchase a case.",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdd.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:50:02.908735Z
01ca7b1dd0eb3c8a,https://www.safcodental.com/product/trueform,TrueForm,SW Safety,DRCDC,Dental Exam Gloves,"[""Dental Exam Gloves"", ""Nitrile gloves""]",12.99,USD,,in_stock,"SW Safety TrueForm Exam Glove TF-95RB 3.1 MIL&nbsp;in&nbsp;Royal Blue. Medical grade glove with textured fingertips and reinforced palm. Perfect for dental, medical applications as well as veterinarian and dairy.&nbsp;",{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdc.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds""]",[],[],rules,[],2026-07-01T07:50:03.857473Z
